,,,,,Type of Product,,,,,,,,,,,,,,,,,Product Display,,,,,,,Package Type,,,,,,,,
S/N,Latitude,Longitude,Type of Outlet,Specify type of outlet,Type of Product (Combined Response),Coca-Cola,Pepsi,Bigi,RC Cola,7Up,Fanta,Sprite,La Casera,Schweppes,Fayrouz,Mirinda,Mountain Dew,Teem,American Cola,Others,Product Type - Others,Product Display (Combined Response),On shelf/carton,In refridgerator/cooler,On display stand,With consumer (actively being consumed),Others,Product Display - Others,Package Type Combined,PET bottle (50cl/1L),Glass bottle (35cl/60cl),Can (33cl),Others,Package Type - Others,Product with Higher shelf/refrigerator presence,Product with Higher shelf/refrigerator presence - Others,Stock condition
97,6.598061,3.293183,Shop,,Coca-Cola Schweppes Teem American Cola,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
98,6.55133,3.24002,Open market stall,,Coca-Cola Pepsi RC Cola Fanta Sprite La Casera Mirinda American Cola,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,,Others,0,0,0,0,1,Stacked inside and outside the Shop,PET bottle (50cl/1L),1,0,0,0,,Others,Pepsi and Coca-Cola,Well stocked
99,6.597969,3.293244,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite American Cola,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
100,6.59801,3.293228,Shop,,Pepsi Sprite American Cola,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
101,6.552117,3.240289,Open market stall,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,Inside and outside the Shop,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
102,6.55214,3.240247,Shop,,Pepsi Bigi 7Up American Cola,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,On the Floor outside,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
103,6.552305,3.240412,Shop,,Pepsi Bigi RC Cola 7Up Sprite La Casera American Cola,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Stacked outside,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
104,6.578998,3.242916,Shop,,Coca-Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
105,6.59662,3.29481,Shop,,Pepsi La Casera,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
106,6.578947,3.243112,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
107,6.552394,3.240402,Open market stall,,Pepsi Bigi RC Cola 7Up Others,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Big Cola,Others,0,0,0,0,1,Stacked outside,PET bottle (50cl/1L),1,0,0,0,,Others,Big Cola,Well stocked
108,6.552431,3.24051,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Stacked outside,PET bottle (50cl/1L),1,0,0,0,,Others,Cokecola and American cola,Partially stocked
109,6.579052,3.243015,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Out of stock
110,6.597093,3.294245,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
111,6.597093,3.294237,Shop,,Fanta American Cola,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
112,6.552387,3.240543,Shop,,Coca-Cola Fanta La Casera American Cola,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Stacked on the table,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
113,6.597293,3.293889,Shop,,Coca-Cola Pepsi Fanta Sprite La Casera American Cola,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
114,6.597245,3.293983,Shop,,Pepsi La Casera,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
115,6.552192,3.240419,Shop,,Coca-Cola Pepsi Bigi Sprite,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,Stacked outside,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
116,6.579425,3.242702,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Out of stock
117,6.55275,3.240456,Open market stall,,Pepsi Bigi RC Cola 7Up Fanta Sprite Teem,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,,Others,0,0,0,0,1,Stacked outside and inside the shop,PET bottle (50cl/1L),1,0,0,0,,Others,Bigi and RC,Well stocked
118,6.540541,3.26449,Hawking,,Coca-Cola Pepsi Bigi 7Up Fanta Teem American Cola,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,,Others,0,0,0,0,1,on display on a chair,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
119,6.540541,3.26449,Hawking,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Teem American Cola,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,,Others,0,0,0,0,1,On display on a plastic bucket,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
120,6.540541,3.26449,Hawking,,Coca-Cola Pepsi RC Cola 7Up Fanta Teem American Cola,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,,Others,0,0,0,0,1,Is displayed in a plastic basin on the ground,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Almost empty
121,6.540541,3.26449,Hawking,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta La Casera American Cola,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Displayed in a plastic basin on a stool,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
122,6.540541,3.26449,Hawking,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta La Casera American Cola,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
123,6.59908,3.292063,Open market stall,,Coca-Cola Fanta Sprite,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
124,6.540541,3.26449,Shop,,Coca-Cola Pepsi Bigi Fanta La Casera,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
125,6.59908,3.292063,Open market stall,,Pepsi La Casera American Cola,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
126,6.599084,3.291943,Open market stall,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
127,6.599063,3.291944,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Almost empty
128,6.55298,3.240692,Open market stall,,Coca-Cola Pepsi Fanta Sprite La Casera American Cola,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Displayed outside,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
129,6.599025,3.292007,Shop,,Coca-Cola Pepsi Fanta La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
130,6.598971,3.292038,Shop,,Pepsi Fanta Sprite,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
131,6.599083,3.291967,Shop,,Pepsi Fanta American Cola,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
132,6.55323,3.240482,Shop,,Coca-Cola Pepsi Bigi Fanta,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,Stacked inside and outside,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
133,6.59907,3.291948,Open market stall,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Well stocked
134,6.599063,3.291952,Open market stall,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
135,6.579552,3.242865,Shop,,Coca-Cola Pepsi American Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
136,6.55325,3.240328,Open market stall,,Pepsi Fanta American Cola,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,On d floor outside,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
137,6.599046,3.292036,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
138,6.599065,3.292022,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
139,6.552868,3.24068,Open market stall,,Bigi La Casera Mirinda American Cola,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,,Others,0,0,0,0,1,Stacked outside,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
140,6.552834,3.240862,Open market stall,,Coca-Cola Pepsi American Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Stacked full indoors,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
141,6.55271,3.240815,Open market stall,,Bigi La Casera,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Others,0,0,0,0,1,Out door display,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
142,6.540541,3.26449,Shop,,Coca-Cola Pepsi Bigi Fanta American Cola,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
143,6.540541,3.26449,Hawking,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera American Cola,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
144,6.540541,3.26449,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
145,6.540541,3.26449,Hawking,,Coca-Cola Pepsi Bigi Fanta Sprite La Casera Schweppes,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,,Others,0,0,0,0,1,On display in a plastic basin placed on a stool,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
146,6.540541,3.26449,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
147,6.6691098,3.2646442,Shop,,Pepsi Fanta Bigi American Cola La Casera,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
148,6.6703246,3.266561,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Well stocked
149,6.6687483,3.2641012,Supermarket,,Coca-Cola Pepsi 7Up Fanta Schweppes American Cola,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,All equal,,Partially stocked
150,6.6684662,3.2637494,Shop,,Coca-Cola Pepsi Fanta La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
151,6.6685201,3.2638078,Shop,,Coca-Cola Pepsi Fanta Teem American Cola,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
152,6.6687804,3.2632183,Shop,,Coca-Cola Bigi La Casera Others,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Big cola,Well stocked
153,6.6687987,3.263186,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
154,6.6680498,3.2633931,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
155,6.6678898,3.2629,Shop,,Coca-Cola Sprite Schweppes Bigi La Casera Others,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,Big cola,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
156,6.6678339,3.2633346,Shop,,Bigi American Cola Others,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
157,6.6687069,3.266027,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
158,6.6687551,3.2658997,Shop,,Coca-Cola Fanta American Cola La Casera,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Lacasera,Well stocked
159,6.6688316,3.2658309,Shop,,Coca-Cola American Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
160,6.670918,3.2681969,Shop,,American Cola Teem Fanta,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
161,6.6712938,3.2681871,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Almost empty
162,6.5730852,3.2838416,Supermarket,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
163,6.57371,3.2846117,Shop,,Pepsi La Casera Fanta RC Cola American Cola,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Partially stocked
164,6.6200817,3.2958773,Shop,,Coca-Cola Pepsi 7Up Fanta American Cola,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
165,6.6182567,3.2952148,Shop,,Fanta American Cola Pepsi,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American Cola,Partially stocked
166,6.6179221,3.2953704,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes Mirinda American Cola,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American Cola,Well stocked
167,6.6177504,3.2956625,Shop,,Coca-Cola Pepsi RC Cola American Cola,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American Cola,Well stocked
168,6.6182367,3.2977717,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,Arranged on one another,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Partially stocked
169,6.618255,3.29761,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite American Cola Others,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,Bigi Fanta,Others,0,0,0,0,1,Arranged on one another,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
170,6.6182767,3.2975283,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Mountain Dew American Cola Teem,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,,In refridgerator/cooler Others On shelf/carton,1,1,0,0,1,Arranged on one another,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,Others,American Cola,Well stocked
171,6.6192633,3.2958283,Shop,,American Cola Fanta Bigi,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American Cola,Well stocked
172,6.6193378,3.2957997,Shop,,Coca-Cola Bigi 7Up Fanta Sprite,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,In refridgerator/cooler On shelf/carton,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
173,6.6198683,3.296965,Shop,,Pepsi Bigi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
174,6.620965,3.2961733,Shop,,American Cola Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,American Cola,Partially stocked
175,6.6208752,3.2951335,Shop,,Coca-Cola Pepsi American Cola 7Up,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,Pepsi,,Well stocked
176,6.620373,3.2949397,Restaurant/Bar,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
177,6.6207433,3.295425,Shop,,Coca-Cola Pepsi Fanta 7Up,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
178,6.5739601,3.2848401,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Almost empty
179,6.5743704,3.285938,Shop,,Coca-Cola American Cola Teem,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
180,6.57311,3.286965,Kiosk,,Pepsi Coca-Cola 7Up Mirinda,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,On shelf/carton,1,0,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Well stocked
181,6.5718817,3.28665,Shop,,Coca-Cola American Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
182,6.5742063,3.2858596,Shop,,American Cola La Casera RC Cola,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
183,6.571955,3.287005,Shop,,Pepsi Coca-Cola American Cola Sprite Bigi,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Almost empty
184,6.5734176,3.2849722,Shop,,American Cola Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
185,6.57242,3.284865,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,All equal,,Almost empty
186,6.5458209,3.2657373,Others,Open space on the road side,Bigi La Casera,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
187,6.5448334,3.2661056,Shop,,Bigi American Cola,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
188,6.5444187,3.2659509,Shop,,Coca-Cola Pepsi Fanta 7Up,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Almost empty
189,6.5438319,3.2661305,Shop,,Coca-Cola Bigi Fanta,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,In refridgerator/cooler On display stand,0,1,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Bigi,,Almost empty
190,6.543811,3.2661313,Shop,,Coca-Cola Fanta Pepsi American Cola Schweppes,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
191,6.543853,3.2659885,Shop,,Pepsi Coca-Cola Fanta 7Up Mirinda,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Well stocked
192,6.5443583,3.2663617,Shop,,American Cola Fanta La Casera Pepsi,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Almost empty
193,6.5455533,3.2664367,Shop,,Coca-Cola Pepsi American Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
194,6.5455567,3.2664033,Shop,,Bigi Coca-Cola Fanta Pepsi American Cola,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
195,6.5462217,3.2656917,Hawking,,Coca-Cola Pepsi Bigi RC Cola Fanta American Cola La Casera Sprite Teem,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,,Others,0,0,0,0,1,On display in a plastic basin on a stool,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
196,6.5462439,3.2656837,Hawking,,Coca-Cola Fanta La Casera RC Cola American Cola 7Up,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,,Others,0,0,0,0,1,On display in a plastic basin on a plastic bucket,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
197,6.5447559,3.2661217,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,In refridgerator/cooler On display stand,0,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Almost empty
198,6.544255,3.2658151,Shop,,Coca-Cola Pepsi American Cola La Casera Fanta Bigi,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand On shelf/carton In refridgerator/cooler,1,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
199,6.543649,3.2664125,Shop,,Coca-Cola 7Up Fanta,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Almost empty
200,6.5434337,3.2663257,Shop,,Coca-Cola 7Up Fanta,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,In refridgerator/cooler On shelf/carton,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Partially stocked
201,6.5450317,3.2662817,Shop,,Bigi Fanta 7Up Sprite American Cola,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,On the ground in front of the shop,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
202,6.572305,3.2849767,Shop,,Coca-Cola La Casera Teem,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,On display stand On shelf/carton,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
203,6.5721087,3.285129,Shop,,Pepsi Coca-Cola Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
